code,name,x,y,WIND_SPEED,SOLAR_IRRAD,n_points,IP_PB,wind_cls,solar_cls,group
2510303,Nova Palmeira,0.5509558167524007,0.33225193472312486,2.9725352250744383,5.199434576898448,13,0.6433845352046974,Good,Bad,Good/Bad
2510501,Olivedos,0.5919837343719,0.24693126010391625,3.0605371644293715,5.088601579352174,9,0.6414201345276028,Good,Bad,Good/Bad
2505709,Dona Inês,0.6186404644111573,0.15039096724304432,3.117713937622478,4.9631941081909385,7,0.6366580457633052,Good,Bad,Good/Bad
2515609,Serra da Raiz,0.6069429382059595,0.1683883328169809,3.0926235832628084,4.98657299007857,1,0.6298685266521621,Good,Bad,Good/Bad
2503100,Cabaceiras,0.48410573044728766,0.3993497046815938,2.829146586746407,5.286595713473583,15,0.6275655701846446,Bad,Bad,Bad/Bad
2515930,Sertãozinho,0.6037736946989769,0.16926689154950772,3.085825783347905,4.987714252712522,2,0.6270517960944584,Good,Bad,Good/Bad
2506905,Itabaiana,0.557814023026205,0.2790545904348323,2.9872455854243896,5.130330328071455,9,0.623721050412307,Good,Bad,Good/Bad
2511103,Pedra Lavrada,0.523667393847045,0.33379924961606433,2.914003516010375,5.20144456508124,10,0.6210068263898584,Good,Bad,Good/Bad
2516151,Sossêgo,0.5734611256657042,0.23031304616263568,3.0208074978356403,5.067014238731654,6,0.6179820077336304,Good,Bad,Good/Bad
2505006,Cubati,0.5542938076838222,0.2506119070376618,2.9796949761063716,5.093382801891695,5,0.6083156690285758,Good,Bad,Good/Bad
2503803,Caldas Brandão,0.5726138508484739,0.19262690804485316,3.0189901541484865,5.018059308731647,2,0.6041454691433502,Good,Bad,Good/Bad
2500809,Araçagi,0.5743045406999181,0.18105400994969853,3.022616562565181,5.003025918619484,6,0.6021679665902275,Good,Bad,Good/Bad
2514453,São José dos Ramos,0.5596920732561435,0.21696301412117264,2.9912738684089986,5.049672321604325,4,0.6002734096745452,Good,Bad,Good/Bad
2501534,Baraúna,0.5512339804836449,0.23229849616689627,2.97313186631845,5.069593371824924,2,0.5981818223259923,Good,Bad,Good/Bad
2501005,Araruna,0.5758858596624231,0.14089272891286544,3.026008378272957,4.950855736158123,10,0.5928703774178993,Good,Bad,Good/Bad
2505105,Cuité,0.545454607832905,0.21027125834255353,2.960735526678773,5.0409796178124004,27,0.5845808167320486,Good,Bad,Good/Bad
2512747,Riachão,0.5563077768060192,0.17124821450674826,2.9840147953620786,4.990288024701998,2,0.5820689765883463,Good,Bad,Good/Bad
2509107,Mari,0.5379889624812745,0.20079289474143444,2.94472225309339,5.028667063388352,6,0.5742385482796526,Good,Bad,Good/Bad
2511400,Picuí,0.5172825676758541,0.236852883206615,2.9003085220133635,5.0755095975211075,25,0.5689292953475071,Bad,Bad,Bad/Bad
2510105,Nova Floresta,0.512621609120901,0.23779581990795162,2.8903111003578736,5.076734488224,2,0.5650909361362974,Bad,Bad,Bad/Bad
2512762,Riachão do Poço,0.5229719706991462,0.2106048270130209,2.9125118832578925,5.041412929149898,1,0.5637854869523808,Good,Bad,Good/Bad
2516409,Tacima,0.56002038956803,0.05392637126680183,2.991978083339813,4.83788496856149,10,0.5626107804245605,Good,Bad,Good/Bad
2505808,Duas Estradas,0.5264186624721542,0.1940203580567629,2.919904789795251,5.019869423834934,1,0.5610352106057571,Good,Bad,Good/Bad
2511509,Pilar,0.4902561441744735,0.24693957563678903,2.842338782871183,5.088612381369839,3,0.5489355526074984,Bad,Bad,Bad/Bad
2508208,Lagoa de Dentro,0.5086436089974242,0.19509565664485762,2.8817785755325396,5.02126625486455,3,0.5447757669129683,Bad,Bad,Bad/Bad
