lon,lat,name,code,kappa
-36.5,-7.55,São João do Cariri,2514008,0.2127265930191473
-36.45,-7.55,São Domingos do Cariri,2513943,0.21067399014091542
-36.4,-7.55,São Domingos do Cariri,2513943,0.21226432724431465
-36.35,-7.55,São Domingos do Cariri,2513943,0.21330473791075455
-36.3,-7.55,Cabaceiras,2503100,0.21440140200192392
-36.25,-7.55,Barra de São Miguel,2501708,0.21554204884301592
-36.2,-7.55,Boqueirão,2502508,0.21671977395194764
-36.15,-7.55,Boqueirão,2502508,0.21841516357308666
-36.1,-7.55,Boqueirão,2502508,0.21940398181167803
-36.05,-7.55,Barra de Santana,2501575,0.2203658339094462
-36.0,-7.55,Barra de Santana,2501575,0.22132952582455423
-35.95,-7.55,Barra de Santana,2501575,0.22189568159116616
-35.9,-7.55,Barra de Santana,2501575,0.22215681370475868
-35.85,-7.55,Gado Bravo,2506251,0.22257070623897823
-35.8,-7.55,Gado Bravo,2506251,0.22349662111208962
-35.75,-7.55,Aroeiras,2501302,0.2240490151196379
-35.7,-7.55,Aroeiras,2501302,0.22460979847758958
-35.65,-7.55,Aroeiras,2501302,0.2257850983672456
-35.6,-7.55,Aroeiras,2501302,0.226105342517363
-35.55,-7.55,Natuba,2509909,0.22524775470302558
-35.5,-7.55,Natuba,2509909,0.23066104570543502
-34.95,-7.55,Caaporã,2503001,0.4330300663057272
-34.9,-7.55,Caaporã,2503001,0.45827597993315616
-34.85,-7.55,Pitimbu,2511905,0.48583393207579956
-34.8,-7.55,Pitimbu,2511905,0.5250900413248201
-38.65,-7.5,Conceição,2504405,0.4807671873280328
-38.6,-7.5,Conceição,2504405,0.48217707614082544
-38.55,-7.5,Conceição,2504405,0.48435285603114303
-38.5,-7.5,Conceição,2504405,0.4873296151884397
-38.45,-7.5,Ibiara,2506608,0.48160174953092705
-38.4,-7.5,Ibiara,2506608,0.4765497353839224
-38.35,-7.5,Ibiara,2506608,0.4721416594664541
-38.3,-7.5,Diamante,2505600,0.4683319235013369
-38.25,-7.5,Diamante,2505600,0.47383590752176147
-38.2,-7.5,Curral Velho,2505303,0.46150263673214575
-38.15,-7.5,Curral Velho,2505303,0.45888283306582517
-38.1,-7.5,Curral Velho,2505303,0.4568866432486256
-38.05,-7.5,Pedra Branca,2511004,0.4555567192601397
-38.0,-7.5,Nova Olinda,2510204,0.4549211729190066
-37.95,-7.5,Tavares,2516607,0.4452113059084887
-37.9,-7.5,Juru,2508000,0.43572527919522236
-37.85,-7.5,Juru,2508000,0.42644692006238144
-37.8,-7.5,Juru,2508000,0.417356098541754
-37.75,-7.5,Juru,2508000,0.4126888532808005
-37.7,-7.5,Água Branca,2500106,0.3961161062482352
-37.65,-7.5,Água Branca,2500106,0.38768733351406676
-37.6,-7.5,Água Branca,2500106,0.3797508879231774
-37.55,-7.5,Imaculada,2506707,0.372335739759078
-37.1,-7.5,Ouro Velho,2510600,0.31201776303576906
-37.05,-7.5,Amparo,2500734,0.3069055926378044
-37.0,-7.5,Sumé,2516300,0.3022216913948666
-36.95,-7.5,Sumé,2516300,0.29377077119458844
-36.9,-7.5,São José dos Cordeiros,2514800,0.2851507129829084
-36.85,-7.5,Serra Branca,2515500,0.2763624145694611
-36.8,-7.5,Serra Branca,2515500,0.267410926253116
-36.75,-7.5,Serra Branca,2515500,0.25496907926373796
-36.7,-7.5,Serra Branca,2515500,0.2438668863798026
-36.65,-7.5,Serra Branca,2515500,0.23507571860624082
-36.6,-7.5,Serra Branca,2515500,0.2266123755613617
-36.55,-7.5,São João do Cariri,2514008,0.2184937975726369
-36.5,-7.5,São João do Cariri,2514008,0.2107289696800082
-36.45,-7.5,São João do Cariri,2514008,0.21169741961460506
-36.4,-7.5,Cabaceiras,2503100,0.21271050201355562
-36.35,-7.5,Cabaceiras,2503100,0.21376707518214194
-36.3,-7.5,Cabaceiras,2503100,0.21486499453826427
-36.25,-7.5,Cabaceiras,2503100,0.21594478897213948
-36.2,-7.5,Boqueirão,2502508,0.21810981958513104
-36.15,-7.5,Boqueirão,2502508,0.2191994497643967
-36.1,-7.5,Boqueirão,2502508,0.22023922151456335
-36.05,-7.5,Barra de Santana,2501575,0.22122637549419827
-36.0,-7.5,Barra de Santana,2501575,0.2221593518682685
-35.95,-7.5,Barra de Santana,2501575,0.22255215961613034
-35.9,-7.5,Queimadas,2512507,0.22295109000224914
-35.85,-7.5,Gado Bravo,2506251,0.2233561728433709
-35.8,-7.5,Aroeiras,2501302,0.22376728124293405
-35.75,-7.5,Aroeiras,2501302,0.22414013933502308
-35.7,-7.5,Aroeiras,2501302,0.22525227395364109
